claim_id,organization,claimed_reduction_tco2e,historical_avg_emissions_tco2e,current_emissions_tco2e,historical_avg_energy_mwh,current_energy_mwh
C0405,UrbanMaterials 918,316.54,5386.16,5066.12,3836.7,3286.61
C0406,GreenAlloys 56,2225.89,15893.8,13447.16,2989.8,2581.72
C0407,CedarFoods 753,908.2,8385.76,7406.08,5667.28,5320.62
C0408,NovaCement 786,950.78,11725.92,10809.4,4032.76,3576.95
C0409,BlueMaterials 539,2532.75,15232.5,12815.68,4219.78,4055.14
C0410,TerraLabs 807,1116.32,11040.04,9981.0,5547.21,4928.49
C0411,CedarTextiles 997,1210.89,10011.06,8735.04,2437.17,2329.25
C0412,HydroTextiles 571,369.44,6368.94,6013.26,3011.64,2605.71
C0414,UrbanFoods 674,852.73,4837.84,3979.13,7357.23,6484.01
C0416,UrbanAlloys 353,1233.85,11867.96,10701.08,3587.59,3460.3
C0417,HydroTextiles 433,684.99,9371.21,8647.52,3449.46,3102.66
C0418,SunMetals 76,883.86,8642.34,7725.63,4191.3,3655.63
C0419,UrbanPower 757,1608.54,15286.63,13664.43,5734.78,5048.12
C0421,SunFoods 929,481.35,4627.42,4120.69,5518.02,5339.06
C0422,AquaCement 880,823.92,7439.93,6556.25,4307.18,4177.46
C0424,EcoCement 706,847.76,5929.25,5156.7,7497.02,6723.07
C0425,BlueMaterials 89,2008.84,15699.11,13642.54,3222.07,2962.99
C0426,NovaLabs 307,1955.03,15965.41,13820.61,4185.19,3573.53
C0427,BlueChem 922,782.66,10900.17,10143.77,5974.18,5412.57
C0428,BlueChem 330,424.29,7080.61,6694.85,6799.16,6016.83
C0429,BluePower 8,365.57,6100.34,5747.75,5807.79,5222.51
C0431,EcoMaterials 471,717.63,7994.69,7340.71,2572.37,2491.75
C0433,CedarAlloys 874,417.73,6012.22,5595.97,6371.79,5482.25
C0434,BlueTextiles 688,801.41,4339.35,3606.77,3463.71,3028.42
C0435,BlueLabs 101,1290.62,11187.71,9838.67,3514.33,3273.76
C0436,BluePower 991,649.77,9735.77,9086.75,5679.47,4874.85
C0437,BlueChem 818,1743.9,11916.08,10210.93,6005.01,5194.26
C0438,CedarFoods 743,932.87,11353.76,10429.92,2464.94,2373.04
C0439,GreenLabs 161,1805.98,11402.81,9614.34,6449.76,6016.69
C0440,CedarPower 50,2254.55,11930.34,9815.07,3255.48,3119.5
C0441,NovaAlloys 593,440.1,7089.29,6656.96,6201.21,5438.9
C0442,SunCement 332,2248.57,13059.87,10897.03,3711.15,3260.43
C0443,GreenPower 279,736.57,12565.55,11787.7,7314.81,6809.07
C0444,EcoTextiles 350,848.4,9796.06,8906.19,5239.02,4993.02
C0445,UrbanSystems 858,1641.68,11308.52,9581.85,4178.94,4021.25
C0447,AquaFoods 923,1934.45,13223.75,11274.08,4560.61,3889.98
C0448,EcoAlloys 680,472.48,7134.36,6687.17,6976.07,6223.95
C0449,AquaAlloys 614,668.23,10047.31,9346.85,5495.41,5188.39
C0450,TerraPower 801,686.02,7084.81,6386.18,6955.45,6374.51
C0452,GreenSystems 12,997.95,8182.38,7125.67,5460.27,5121.32
C0453,AquaFoods 114,1678.93,11979.91,10195.81,6395.05,5960.49
C0454,NovaChem 745,2780.34,15045.23,12501.27,6911.53,5998.99
C0455,SunCement 465,447.87,4760.19,4280.67,2559.59,2403.65
C0457,BlueChem 187,1309.38,15264.92,13995.28,3759.86,3326.2
C0458,GreenChem 475,483.06,6082.02,5563.96,5803.31,5439.2
C0459,HydroLabs 332,611.23,8108.76,7502.6,4597.98,4353.55
C0460,TerraCement 624,2329.4,15338.58,12774.83,4447.38,4261.48
C0462,SunCement 466,687.09,4951.23,4292.05,6648.54,5862.62
C0463,AquaCement 857,752.74,6368.75,5554.77,2104.54,1952.03
C0464,EcoCement 482,932.28,5028.75,4178.47,2413.02,2250.26
C0466,SunMetals 801,2336.17,15841.77,13585.92,5795.91,4937.25
C0467,HydroTextiles 41,793.5,14430.67,13700.95,4105.73,3732.65
C0468,UrbanFoods 814,405.5,6250.57,5872.59,2417.31,2133.9
C0469,NovaCement 144,422.91,7602.16,7195.51,3172.66,2866.78
C0470,TerraAlloys 759,792.46,10749.12,9996.04,2617.55,2246.34
C0472,TerraCement 980,1185.55,8350.09,7074.33,5956.99,5356.37
C0473,GreenSystems 747,692.5,8386.66,7661.41,2171.46,2020.17
C0474,SunSystems 34,1806.0,12407.51,10484.12,2864.53,2545.82
C0475,UrbanFoods 647,588.47,9905.44,9265.78,4516.43,4100.03
C0477,BlueMaterials 918,1003.71,7739.11,6792.56,2731.59,2536.38
C0478,HydroSystems 302,1211.2,15662.04,14327.32,5141.57,4685.63
C0479,NovaFoods 803,610.4,5396.93,4730.46,3798.12,3664.59
C0481,GreenTextiles 140,2155.73,15524.24,13453.06,5371.19,4752.48
C0482,SunSystems 180,605.94,10493.63,9825.36,3881.05,3455.08
C0483,NovaMetals 276,695.51,5311.91,4605.24,3149.0,2817.04
C0484,GreenMetals 133,1044.86,8362.39,7314.8,6062.53,5523.03
C0485,NovaMetals 965,1604.28,13124.27,11650.43,4833.39,4673.03
C0486,NovaTextiles 446,812.89,15993.03,15094.9,6052.79,5826.26
C0487,TerraChem 599,886.84,5044.46,4177.83,7233.64,6542.63
C0488,NovaFoods 485,711.71,12902.03,12113.43,2659.82,2480.69
C0489,GreenLabs 434,1583.34,12550.63,10937.13,6507.42,5650.88
C0490,GreenSystems 886,555.65,6831.83,6246.02,7292.8,7051.09
C0491,SunChem 366,1381.18,8345.93,6970.46,4985.67,4661.2
C0492,BlueTextiles 741,740.55,6059.7,5360.47,2669.31,2374.01
C0493,CedarCement 589,656.78,13331.43,12607.89,4259.91,4072.76
C0494,GreenTextiles 200,976.9,8404.55,7459.21,5183.3,4606.12
C0495,NovaSystems 318,1020.82,8285.33,7228.65,5318.31,4957.92
C0496,SunAlloys 329,1030.37,5793.6,4831.56,4525.73,4370.24
C0497,HydroMetals 163,517.98,10185.53,9662.84,4433.85,3813.79
C0498,TerraLabs 34,1830.49,14422.05,12656.96,7173.14,6783.49
C0499,TerraLabs 548,1354.69,15345.45,14042.52,4516.0,4305.58
C0500,TerraLabs 649,802.3,12937.26,12164.62,7198.12,6887.01
C0501,GreenChem 647,636.39,5012.16,4420.5,6689.33,5760.42
C0502,CedarSystems 412,419.35,7170.19,6717.71,4882.87,4350.33
C0503,SunPower 511,410.43,4841.71,4453.55,3747.32,3356.08
C0504,UrbanMetals 65,1813.11,14357.06,12409.23,3982.48,3670.6
C0505,CedarTextiles 528,899.17,5219.04,4330.98,6931.6,6040.24
C0506,BluePower 900,845.62,7125.24,6248.46,2517.72,2342.85
C0508,BlueTextiles 21,2082.92,13127.25,11068.73,3904.55,3463.24
C0509,HydroAlloys 1,756.26,4614.07,3914.13,7549.76,6473.86
C0510,GreenMetals 79,508.84,9523.52,9039.03,6442.57,6026.48
C0511,UrbanMetals 792,1027.49,11512.63,10472.5,3756.91,3208.36
C0512,SunChem 792,1037.72,9032.13,8072.88,5139.69,4475.62
C0513,SunCement 931,1557.85,10858.7,9320.22,4531.82,3939.97
C0514,SunAlloys 199,956.07,12181.45,11241.97,6203.73,5646.61
C0515,UrbanLabs 3,996.55,14300.36,13345.27,5455.13,4757.08
C0516,UrbanMaterials 340,1824.42,14279.59,12506.55,4377.15,4245.5
C0517,EcoLabs 717,1616.35,10891.89,9200.47,4831.07,4291.13
C0519,UrbanMetals 543,2103.7,13231.44,11076.42,4964.71,4750.44
C0520,UrbanPower 990,792.32,5481.32,4610.39,2944.41,2684.93
C0521,NovaLabs 17,1311.15,9787.01,8400.52,3004.08,2627.25
C0522,UrbanPower 811,887.95,7782.28,6842.7,6988.38,6035.81
C0523,BlueCement 330,1876.74,9757.24,8003.92,4740.44,4533.12
C0525,SunPower 622,1111.32,10268.97,9082.79,6010.88,5178.13
C0526,TerraLabs 321,2399.82,14356.65,12076.3,4755.99,4438.23
C0527,CedarLabs 141,764.99,7823.21,7104.25,4551.53,4203.6
C0528,NovaFoods 727,810.0,5069.8,4294.31,6311.57,5817.98
C0529,UrbanTextiles 914,1477.61,13648.41,12106.86,4247.46,3722.8
C0530,NovaSystems 61,821.17,13710.69,12946.02,2577.4,2191.51
C0531,EcoMaterials 882,1346.76,15425.1,14078.67,4510.74,4305.04
C0532,AquaFoods 440,329.34,4247.24,3898.79,2887.58,2732.01
C0533,AquaTextiles 655,1388.58,8064.64,6728.06,5482.63,4921.72
C0534,NovaTextiles 352,1034.19,7982.89,6938.45,7403.55,6934.9
C0535,BlueCement 834,2052.28,12087.63,10092.31,5183.59,4609.8
C0536,BlueCement 203,1479.69,15588.68,13966.85,5393.72,4850.67
C0537,BluePower 821,731.34,6756.42,5949.23,6525.0,6112.7
C0538,BlueSystems 657,436.26,4811.3,4351.79,6257.33,5777.26
C0539,BlueChem 858,669.97,7708.49,7013.16,3256.06,3079.0
C0540,CedarMetals 501,566.79,9121.22,8597.23,6937.07,6551.92
C0541,BlueChem 889,1182.74,12217.52,10939.87,3422.6,3233.18
C0542,AquaTextiles 108,791.16,8447.21,7699.52,5459.54,5069.17
C0543,SunMaterials 877,722.08,8000.0,7310.71,5243.34,5052.48
C0544,GreenCement 989,675.68,9947.14,9327.51,3114.59,2891.09
C0545,NovaAlloys 614,1123.47,8700.64,7586.65,2314.01,2218.97
C0546,TerraMaterials 989,443.12,7733.06,7321.49,2360.61,2167.98
C0547,NovaMetals 244,614.03,10973.85,10338.38,5863.68,5580.04
C0548,TerraAlloys 814,2008.6,12863.5,10952.13,6871.79,5847.41
C0549,NovaSystems 851,2151.94,14021.92,11859.26,6116.46,5246.93
C0550,BlueAlloys 566,2435.81,14242.24,12012.41,4472.48,3909.29
C0551,SunAlloys 249,2190.83,12573.51,10414.43,6263.06,5393.57
C0552,HydroPower 903,2238.22,15704.56,13439.72,3502.6,3063.04
C0554,CedarSystems 762,803.04,6563.2,5798.59,2566.72,2350.89
C0555,EcoAlloys 464,663.76,8257.03,7545.61,3539.1,3038.88
C0556,BlueLabs 476,302.72,5243.0,4941.04,3467.8,3035.0
C0557,EcoFoods 337,2143.04,12012.19,9943.89,5568.56,4759.16
C0558,HydroSystems 469,657.14,9997.38,9395.8,5974.52,5251.83
C0559,UrbanAlloys 85,1212.49,14066.17,12949.25,7231.39,6559.03
C0560,BlueLabs 527,593.0,8318.25,7662.75,5939.8,5530.11
C0561,BlueSystems 154,1431.17,10835.49,9379.65,5692.0,4989.58
C0562,GreenFoods 132,452.42,6638.23,6152.53,3818.13,3694.36
C0563,GreenChem 665,1658.5,11629.11,9840.99,7246.26,6535.18
C0564,CedarPower 222,1017.03,9284.44,8303.86,4246.42,3976.44
C0565,GreenSystems 840,1663.0,13268.5,11676.48,5552.64,5365.35
C0566,EcoPower 286,1083.92,8068.54,7010.21,7245.84,6614.66
C0567,TerraMaterials 413,948.68,9748.15,8703.33,3696.7,3281.67
C0568,UrbanMaterials 436,1804.1,12254.21,10601.83,5634.99,5054.72
C0569,TerraSystems 508,1020.74,12841.37,11804.88,5979.97,5597.27
C0570,SunFoods 936,683.95,8813.34,8120.73,5421.26,4735.38
C0571,EcoAlloys 705,268.33,5161.02,4884.04,4684.81,4164.28
C0572,TerraLabs 554,1380.87,10852.91,9435.36,3515.63,3213.13
C0573,EcoSystems 204,893.35,5515.95,4523.77,2759.34,2540.03
C0574,BlueLabs 144,1532.38,9139.32,7595.7,6046.13,5347.52
C0575,GreenFoods 973,711.5,4663.97,3915.77,7527.91,6462.92
C0576,SunCement 842,1684.72,10287.14,8536.26,4977.42,4457.73
C0577,HydroMetals 400,412.63,5775.25,5378.86,3157.73,2755.95
C0578,TerraPower 105,2116.51,12088.23,10098.99,6570.98,5942.52
C0579,EcoCement 511,943.86,9799.46,8817.27,6859.88,6328.17
C0580,NovaPower 919,910.38,11993.44,11054.13,4467.76,3868.99
C0581,SunFoods 922,738.52,6646.77,5850.75,5180.32,4509.79
C0582,GreenLabs 651,579.12,11116.09,10508.23,4905.91,4466.1
C0583,SunChem 343,690.37,11859.4,11122.71,4837.33,4649.82
C0584,CedarCement 324,523.23,6298.21,5811.55,6949.46,6664.98
C0585,HydroSystems 295,1455.59,9219.99,7627.07,7374.65,6520.73
C0586,GreenPower 202,1444.52,15373.61,13813.56,2683.01,2500.93
C0587,AquaCement 694,427.49,7431.41,6972.55,3996.76,3638.03
C0588,BlueChem 70,1667.03,15455.43,13634.08,2897.4,2741.99
C0589,BlueAlloys 202,507.56,4846.33,4293.11,2866.69,2556.46
C0590,SunChem 53,410.48,6963.86,6550.64,4146.43,3912.51
C0591,SunMetals 989,1616.28,15955.93,14280.54,7487.92,7190.79
C0593,GreenLabs 851,484.59,7043.53,6522.75,5061.16,4608.51
C0595,HydroAlloys 251,1287.78,9542.71,8170.8,2582.56,2436.38
C0596,NovaTextiles 424,1825.12,13598.31,11765.87,7307.91,6507.32
C0598,HydroTextiles 820,864.16,8670.34,7738.19,6618.55,5821.55
C0599,CedarAlloys 923,781.99,9870.61,9067.2,3528.89,3310.77
C0600,GreenMaterials 441,1401.68,12094.64,10784.58,5109.41,4448.34
C0601,AquaCement 293,2476.43,15450.36,13070.85,4273.13,3649.18
C0602,UrbanCement 449,524.71,5601.57,5116.64,6440.28,5709.79
C0603,SunSystems 181,836.81,8835.72,7911.9,5659.15,5370.66
C0604,CedarChem 437,1137.75,10973.01,9781.45,2959.33,2739.34
C0605,HydroFoods 728,1366.56,7853.89,6518.58,5070.78,4590.51
C0606,BlueMetals 671,807.4,5391.22,4535.8,6306.47,5976.17
C0607,BlueFoods 323,1492.59,11174.72,9618.32,5519.88,4754.7
C0608,SunAlloys 439,509.59,7808.88,7321.51,7090.78,6272.22
C0609,SunPower 914,1626.48,10319.25,8692.87,3868.92,3394.99
C0610,EcoMaterials 318,1110.9,11156.17,10137.19,6858.51,6254.78
C0611,TerraPower 797,2643.29,14667.06,12033.65,4218.86,4015.05
C0612,CedarChem 560,1966.05,14921.69,12959.69,6121.27,5623.66
C0613,UrbanCement 509,758.48,4440.35,3724.23,4866.75,4306.53
C0614,HydroTextiles 1,465.05,4595.11,4081.95,4206.49,3951.47
C0615,SunMetals 690,760.5,9334.04,8563.99,4386.23,3971.56
C0616,NovaChem 717,238.41,4274.63,4021.4,7092.33,6495.78
C0617,SunAlloys 523,723.86,7506.72,6744.58,6830.04,6101.61
C0618,UrbanMetals 988,2026.25,10530.54,8687.04,4627.51,4096.18
C0619,NovaFoods 295,1803.94,13510.83,11760.79,5155.57,4390.99
C0620,HydroSystems 184,683.77,5703.16,5058.92,5946.83,5112.75
C0622,HydroSystems 901,1568.26,10325.86,8622.1,2746.14,2606.08
C0623,TerraAlloys 205,1870.49,13713.53,11932.48,2681.98,2361.37
C0624,TerraCement 680,1324.47,9495.92,8157.89,3213.67,2979.7
C0625,GreenFoods 114,1650.13,10897.09,9390.37,3120.38,3000.12
C0626,TerraAlloys 468,327.8,4366.32,4061.26,3939.55,3718.11
C0627,BlueMaterials 602,474.13,6282.2,5759.2,5161.63,4402.12
C0628,NovaMaterials 397,502.74,4992.52,4493.47,3045.28,2636.67
C0629,UrbanAlloys 654,1569.7,13439.55,11935.44,6654.68,6048.73
C0630,NovaFoods 457,636.74,4445.28,3760.6,3176.74,2951.73
C0631,CedarCement 187,614.93,10462.93,9843.68,6754.0,6526.67
C0632,SunLabs 926,1397.17,15518.21,14171.11,6982.25,6088.28
C0633,TerraMaterials 511,1547.27,9190.41,7783.36,6585.27,5789.55
C0635,CedarPower 699,601.56,4286.71,3729.36,4054.5,3869.74
C0636,AquaCement 903,793.08,6753.39,5884.79,7568.53,7264.87
C0638,TerraAlloys 819,1115.74,12623.56,11417.52,7585.21,7346.53
C0639,NovaTextiles 553,1151.84,8262.24,7175.2,7269.9,6597.86
C0640,TerraFoods 782,777.96,4236.12,3509.55,5508.23,4822.21
C0641,CedarMaterials 397,1707.69,13926.02,12109.92,5129.57,4939.42
C0642,CedarPower 322,2389.97,12949.07,10752.3,6720.31,6436.63
C0643,GreenTextiles 68,524.18,9793.86,9214.65,6721.38,6505.03
C0645,CedarLabs 765,2103.21,14550.67,12248.73,4957.72,4700.18
C0646,HydroAlloys 585,2553.0,14731.28,12171.19,5903.55,5504.08
C0647,GreenAlloys 741,1005.84,7064.79,6105.88,5080.17,4331.06
C0648,SunCement 386,1093.16,11147.5,9964.13,2906.43,2720.18
C0649,NovaChem 512,416.46,6154.47,5710.98,5347.96,4723.15
C0650,UrbanSystems 226,877.27,10359.57,9538.47,3860.58,3526.28
C0651,GreenPower 914,1050.31,7778.33,6661.22,2948.34,2653.98
C0652,BlueMaterials 264,1340.79,11910.06,10634.7,4076.36,3865.86
C0653,SunTextiles 157,1878.92,13383.97,11415.75,6489.04,6279.25
C0654,UrbanChem 904,2400.53,15046.82,12582.86,4165.83,3959.16
C0655,SunAlloys 53,1088.65,12961.37,11880.23,2928.59,2568.29
C0658,CedarSystems 100,1663.66,10994.84,9260.56,5220.48,4915.84
C0659,EcoTextiles 302,708.5,4682.27,3913.77,3830.78,3296.62
C0660,AquaChem 684,574.72,9974.44,9449.45,5150.96,4475.83
C0662,UrbanSystems 729,1489.08,9094.1,7493.39,3899.44,3700.61
C0663,NovaPower 166,922.25,11970.62,11005.65,7555.42,6507.68
C0664,GreenAlloys 76,1282.09,10048.72,8845.67,5700.13,5366.45
C0665,GreenChem 969,1576.36,9618.51,8149.25,5597.56,5267.42
C0666,HydroFoods 327,705.46,5522.77,4863.51,3686.13,3343.35
C0667,UrbanFoods 995,526.67,5465.09,4937.77,3592.63,3278.39
C0668,TerraSystems 91,533.88,4422.45,3845.98,4602.62,4210.26
C0669,UrbanChem 397,1367.32,9057.54,7714.12,3132.44,2917.65
C0671,CedarLabs 245,819.39,5200.34,4417.49,4375.9,3797.99
C0673,UrbanSystems 481,1285.52,10137.27,8752.44,2595.3,2247.84
C0674,BlueTextiles 920,495.97,4549.66,4030.31,7543.12,6995.02
C0675,GreenMaterials 979,646.42,7176.56,6553.0,6091.4,5857.13
C0676,TerraMetals 473,971.54,7154.44,6080.79,6203.57,5478.42
C0677,HydroTextiles 703,1268.05,15883.72,14523.26,3434.44,2996.13
C0678,SunAlloys 981,622.78,4638.5,4059.31,5145.69,4803.95
C0679,UrbanSystems 163,581.98,8497.5,7862.02,6767.68,5897.59
C0680,CedarChem 590,2025.11,12199.26,10241.51,6448.31,5495.56
C0681,GreenPower 768,1287.42,10167.95,8808.61,7120.05,6151.54
C0683,UrbanMetals 397,2141.63,11552.41,9493.11,7176.58,6400.05
C0684,UrbanTextiles 936,1148.13,6770.02,5574.95,2685.09,2326.11
C0685,CedarMetals 674,855.93,9710.82,8863.25,3877.21,3697.6
C0686,SunChem 643,826.62,6741.21,5844.52,7262.36,6260.5
C0687,SunAlloys 622,1023.33,14223.65,13151.63,3920.06,3677.79
C0688,BlueChem 623,437.06,7401.03,6979.96,5666.82,5265.36
C0689,EcoCement 176,309.71,6806.95,6465.78,3203.67,2925.42
C0690,EcoFoods 571,1451.39,15037.08,13679.22,3282.92,3001.75
C0692,AquaPower 450,1363.04,12296.33,10954.55,7140.38,6854.98
C0693,BlueCement 408,2100.0,13768.61,11514.18,3971.89,3722.28
C0694,NovaTextiles 991,477.14,7518.7,7003.7,5730.65,5482.14
C0695,GreenMaterials 78,852.53,14520.7,13706.77,7292.63,6408.7
C0697,EcoChem 726,1947.22,14283.42,12327.79,4299.73,3964.24
C0698,TerraPower 887,1378.06,15734.57,14247.64,4544.01,4203.98
C0700,TerraAlloys 435,1033.93,10889.76,9857.2,3165.86,2846.6
C0701,AquaTextiles 149,733.78,9472.2,8669.4,5086.87,4560.41
C0702,UrbanTextiles 709,812.36,7259.56,6509.62,5428.47,5059.47
C0703,CedarCement 343,935.15,6992.78,5965.03,7101.16,6307.13
C0704,EcoCement 292,922.81,6671.31,5662.02,3341.01,3126.15
C0705,HydroFoods 37,1443.37,9429.5,7892.92,5494.21,5256.33
C0706,TerraPower 30,1312.57,9893.94,8698.4,7182.69,6609.4
C0707,EcoChem 66,1757.87,15198.94,13443.64,4859.14,4175.77
C0708,BlueChem 676,959.23,11974.04,11041.68,5233.05,4630.57
C0709,TerraFoods 397,212.95,4251.93,4035.99,4556.2,4378.51
C0710,NovaMetals 753,2181.21,11934.8,9790.18,3797.38,3265.92
C0711,TerraTextiles 966,2208.13,14442.6,12313.08,3853.94,3675.04
C0712,NovaChem 814,634.79,7435.91,6758.81,7354.6,6973.82
C0714,NovaSystems 966,966.07,9021.49,8058.79,5370.86,4836.56
C0716,AquaPower 902,1692.86,12631.71,10908.28,3610.56,3197.21
C0718,GreenAlloys 607,447.32,8120.11,7636.31,6646.01,6438.06
C0719,UrbanSystems 156,1223.09,14571.36,13322.0,4437.4,4075.8
C0720,GreenTextiles 591,1883.9,11939.8,10139.22,2851.32,2696.78
C0722,SunFoods 807,2039.92,14657.38,12447.41,3592.92,3199.62
C0724,TerraPower 707,1446.7,10742.15,9254.84,3320.45,3066.44
C0725,SunPower 150,1132.7,11242.68,10183.18,5414.65,4693.52
C0726,CedarCement 108,693.05,8847.25,8146.08,7598.43,7114.69
C0727,HydroPower 269,1049.03,12365.52,11392.18,4744.99,4314.32
C0728,UrbanMaterials 711,1266.55,7604.21,6355.68,3089.38,2733.42
C0729,NovaTextiles 878,437.55,5635.95,5195.37,5853.69,5593.38
C0730,GreenTextiles 909,1281.56,8022.96,6840.8,6581.96,5856.95
C0731,AquaCement 408,751.44,8798.12,8042.81,2985.21,2580.5
C0732,BlueTextiles 848,888.42,9922.53,9056.59,6041.66,5311.07
C0733,TerraAlloys 786,523.64,7160.73,6659.59,5570.65,5160.34
C0734,AquaAlloys 527,1836.63,14328.44,12503.31,2393.43,2039.06
C0735,BluePower 800,1435.05,11223.14,9705.46,6406.99,5683.41
C0736,TerraMaterials 618,1208.37,15771.56,14497.7,3352.83,2906.77
C0737,TerraMetals 361,847.11,12632.75,11739.88,2973.12,2710.4
C0738,TerraFoods 343,475.02,8571.31,8108.02,3850.38,3447.83
C0739,GreenSystems 71,991.08,7941.09,6943.04,6900.43,6352.28
C0741,CedarCement 333,1783.31,11670.65,9692.22,3143.06,3009.88
C0742,EcoSystems 267,659.75,8393.25,7729.67,5375.25,5105.37
C0743,UrbanLabs 353,1456.54,11459.71,9899.12,3299.82,2897.17
C0744,AquaMetals 653,1783.45,13333.48,11450.2,5679.29,5234.37
C0745,NovaAlloys 531,500.52,6611.52,6111.65,6094.26,5698.43
C0746,UrbanChem 490,1528.93,9361.85,7871.52,7157.1,6187.36
C0747,HydroTextiles 634,947.02,11388.54,10342.24,4491.86,4038.0
C0748,BlueMetals 849,665.8,4747.8,4130.83,4986.37,4718.2
C0749,CedarMaterials 190,1146.23,14637.28,13447.32,6296.45,5993.65
C0750,SunTextiles 420,2768.24,15986.92,13461.27,3363.09,3197.98
C0751,TerraSystems 226,575.14,9175.92,8573.64,5172.1,4509.98
C0752,GreenPower 702,781.3,11311.16,10497.66,2405.17,2286.49
C0753,SunChem 145,1887.84,15078.67,13102.39,4921.25,4562.5
C0754,TerraPower 377,902.61,8255.02,7299.54,4590.13,3910.25
C0755,TerraTextiles 488,868.28,5964.24,5109.86,4025.0,3819.98
C0756,NovaChem 360,2512.71,15210.29,12899.69,4374.82,4025.02
C0757,GreenSystems 290,943.11,9064.32,8206.14,6273.75,5811.23
C0758,GreenPower 15,1832.37,11792.85,9881.97,6653.58,6004.25
C0759,HydroAlloys 23,1190.44,11449.96,10206.83,6640.08,6309.64
C0761,CedarCement 601,1474.74,13247.08,11713.08,2395.76,2144.89
C0762,BlueChem 260,1244.18,10720.07,9571.6,2330.24,2200.54
C0763,SunPower 975,653.04,7735.83,7128.3,3063.52,2795.98
C0765,GreenMaterials 928,1456.14,8107.9,6758.2,6692.19,6103.28
C0766,UrbanFoods 51,369.2,5237.97,4828.08,4706.64,4529.99
C0767,HydroChem 325,1083.0,11156.46,10160.97,4603.77,3918.06
C0768,SunCement 867,1070.51,11856.39,10698.87,6134.2,5400.83
C0769,NovaSystems 332,1879.02,12653.91,10644.0,5541.26,5343.86
C0770,CedarMetals 247,492.85,4250.54,3746.08,4873.16,4342.24
C0771,BluePower 4,1987.97,12151.92,10175.99,2398.6,2320.12
C0774,TerraChem 370,692.82,4432.68,3675.2,2386.49,2294.0
C0775,BlueSystems 451,1182.28,7092.18,5897.66,7394.82,6813.81
C0776,TerraTextiles 608,445.77,7655.59,7170.93,2774.7,2504.72
C0779,AquaMaterials 437,911.77,10864.97,9907.49,2862.89,2671.9
C0780,AquaChem 861,644.5,10210.8,9563.62,3208.01,2795.38
C0781,HydroAlloys 63,1092.24,7245.83,6175.45,6522.19,5641.05
C0782,EcoChem 824,881.12,6489.2,5671.18,5679.39,5403.47
C0783,NovaSystems 368,779.16,4786.92,4006.26,3903.35,3356.74
C0784,NovaLabs 656,1410.29,13937.72,12548.91,6828.41,6003.7
C0785,CedarLabs 719,1205.75,6297.88,5198.98,6122.67,5716.61
C0786,BlueTextiles 947,689.39,5524.98,4850.23,6417.29,5988.26
C0787,BlueMaterials 332,1320.59,9490.62,8191.72,6844.65,6013.11
C0788,TerraLabs 644,930.39,7295.04,6404.88,2609.07,2338.77
C0789,TerraPower 335,731.91,4344.63,3563.33,5577.26,5212.81
C0790,AquaFoods 379,932.35,7160.77,6208.63,4008.28,3722.08
C0791,NovaPower 40,1430.2,15031.72,13638.9,4337.87,4162.72
C0792,CedarSystems 351,749.32,5914.22,5155.45,2905.14,2496.83
C0793,GreenCement 344,1055.57,13236.92,12150.46,6184.13,5879.26
C0794,TerraMaterials 332,942.29,12057.07,11019.84,6661.86,6190.45
C0795,HydroAlloys 868,686.07,11072.67,10419.12,3739.67,3302.84
C0796,BlueAlloys 762,2193.48,14975.95,12946.58,6242.37,5567.49
C0797,TerraFoods 927,1123.96,11228.52,10136.15,4391.68,3828.28
C0798,GreenMetals 847,2721.48,14822.19,12247.01,6964.74,6398.21
C0800,SunAlloys 297,2084.97,12714.64,10708.58,3290.2,3104.98
C0801,TerraLabs 782,912.53,6429.56,5456.87,3408.93,3271.48
C0802,NovaChem 289,1893.54,10830.16,8911.18,4232.23,3869.76
C0803,AquaAlloys 411,1139.11,7883.72,6784.59,3891.32,3755.51
C0804,TerraFoods 624,800.83,5929.16,5070.53,5140.13,4767.17
C0806,TerraChem 334,1486.59,15527.32,14037.58,2912.64,2690.77
C0807,GreenMaterials 784,608.67,4271.87,3699.53,7228.6,6187.12
C0808,HydroLabs 147,1193.63,8416.25,7275.47,4536.03,4167.56
C0809,HydroFoods 92,2237.66,13993.84,11576.92,3223.04,3066.19
C0810,EcoSystems 160,1067.62,12917.36,11817.19,7382.92,6429.06
C0811,CedarMaterials 537,1102.48,9458.08,8278.85,2132.18,1876.95
C0812,AquaLabs 615,489.94,6303.3,5830.87,5652.71,5440.03
C0813,SunAlloys 111,330.27,5453.37,5141.56,6169.69,5385.08
C0814,NovaCement 933,292.54,5340.18,5029.48,5579.14,4779.44
C0815,SunLabs 682,682.58,5713.84,5093.18,3252.78,2931.5
C0816,UrbanMetals 89,1478.91,8334.33,6960.01,4113.86,3539.94
C0817,GreenSystems 143,778.27,9062.84,8241.39,6202.37,5522.66
C0818,CedarTextiles 460,611.2,7156.01,6513.3,7403.78,7160.77
C0819,CedarSystems 171,1300.81,10180.56,8842.97,2719.94,2352.78
C0821,NovaTextiles 110,1200.8,15777.12,14592.94,3068.24,2922.59
C0822,HydroChem 286,771.64,9267.2,8464.46,5804.37,4992.75
C0823,TerraCement 198,1468.51,15463.9,14000.89,6558.08,5699.16
C0825,CedarAlloys 549,1498.35,11261.5,9892.29,5399.4,5049.49
C0826,UrbanAlloys 766,522.18,9566.55,9008.2,3683.24,3417.94
