claim_id,organization,claimed_reduction_tco2e,historical_avg_emissions_tco2e,current_emissions_tco2e,historical_avg_energy_mwh,current_energy_mwh,actual_reduction_tco2e,expected_reduction_tco2e,reduction_gap_tco2e,reduction_gap_ratio,energy_change_pct,emissions_change_pct,anomaly_score,model_flag,credibility_score,risk_level,recommendation
C0119,GreenMetals 879,917.25,10527.16,9626.94,5519.86,5320.8,900.2199999999993,900.2199999999993,17.030000000000655,0.018917597899494647,-3.606250882521241,-8.55140417657265,-0.08483013907107317,0,97.04,LOW,Approve claim
C0120,BlueFoods 343,1926.89,14067.69,12274.87,2199.88,2072.83,1792.8199999999997,1792.8199999999997,134.0700000000004,0.07478162890040203,-5.775315014557477,-12.74423874760218,-0.017628137909052266,0,87.55,LOW,Approve claim
C0121,HydroSystems 254,1210.12,11407.09,10249.25,5144.47,4571.82,1157.8400000000001,1157.8400000000001,52.279999999999745,0.045153043559426766,-11.131370187573973,-10.150178528428357,-0.08230102444618015,0,91.46,LOW,Approve claim
C0122,UrbanPower 268,1956.84,15804.32,13956.86,4406.0,4267.23,1847.4599999999991,1847.4599999999991,109.38000000000079,0.05920561199744256,-3.149568769144456,-11.689588668687442,-0.005736422716032863,0,88.27,LOW,Approve claim
C0123,UrbanTextiles 520,1547.73,9013.94,7520.74,2617.4,2414.81,1493.2000000000007,1493.2000000000007,54.52999999999929,0.036518885590329744,-7.740123784006989,-16.565453063081694,-0.04541528341426593,0,89.85,LOW,Approve claim
C0124,NovaCement 359,960.73,6305.61,5286.2,3197.48,2751.4,1019.4099999999999,1019.4099999999999,-58.679999999999836,-0.05756270778434304,-13.950986397428288,-16.166715033729215,-0.0328317559120444,0,84.37,LOW,Approve claim
C0125,AquaTextiles 469,1337.92,12855.24,11579.01,6931.01,6293.07,1276.2299999999996,1276.2299999999996,61.69000000000051,0.04833768204137408,-9.204141963551619,-9.927702632550792,-0.07961973483770601,0,92.38,LOW,Approve claim
C0126,HydroMaterials 533,1939.27,10925.22,9095.06,2675.38,2317.23,1830.1599999999999,1830.1599999999999,109.11000000000013,0.0596177383072422,-13.386883353621961,-16.75169927774894,0.003546545334098705,1,80.5,LOW,Approve claim
C0127,UrbanPower 100,341.87,6611.89,6261.4,6189.8,5276.76,350.4900000000007,350.4900000000007,-8.620000000000687,-0.024594139562916287,-14.750718922299471,-5.300904884185787,-0.0072328117397070235,0,81.62,LOW,Approve claim
C0128,CedarMaterials 930,1122.93,8856.63,7712.92,3855.23,3470.79,1143.7099999999991,1143.7099999999991,-20.779999999999063,-0.01816894141157298,-9.971908288228743,-12.913602576497643,-0.0835474154499335,0,92.64,LOW,Approve claim
C0129,CedarMetals 601,1127.21,15237.5,14085.9,4672.02,4320.38,1151.6000000000004,1151.6000000000004,-24.390000000000327,-0.02117922888053238,-7.5265088746352795,-7.557670220997038,-0.07633637013016514,0,93.49,LOW,Approve claim
C0130,UrbanCement 332,1966.52,12277.83,10139.81,3967.13,3732.15,2138.0200000000004,2138.0200000000004,-171.50000000000045,-0.0802144039437358,-5.92317367821998,-17.413663487976816,0.03496146606236972,1,81.63,LOW,Approve claim
C0131,BlueChem 752,1118.18,14596.23,13482.95,3629.62,3439.82,1113.2799999999988,1113.2799999999988,4.900000000001228,0.004401408446751782,-5.229197545409926,-7.627174961779358,-0.07861705309152439,0,95.43,LOW,Approve claim
C0132,GreenChem 454,826.18,4733.04,3906.12,4748.2,4233.96,826.9200000000001,826.9200000000001,-0.7400000000001228,-0.0008948870496604698,-10.830209340206766,-17.471223565093215,-0.03910692520098524,0,87.62,LOW,Approve claim
C0133,TerraSystems 111,1158.85,7178.75,6106.07,3721.26,3218.12,1072.6800000000003,1072.6800000000003,86.16999999999962,0.08033150605927963,-13.520689225283732,-14.942434265722806,-0.035342092169961314,0,84.67,LOW,Approve claim
C0134,BlueLabs 613,1060.04,15445.39,14396.44,2495.02,2329.01,1048.949999999999,1048.949999999999,11.090000000001055,0.010572477229065817,-6.653654076258436,-6.791346802716444,-0.07852353622244584,0,94.41,LOW,Approve claim
C0135,AquaChem 97,1624.51,14180.4,12471.56,5492.16,5218.44,1708.8400000000001,1708.8400000000001,-84.33000000000015,-0.04934926613998436,-4.983831497082422,-12.050717891452237,-0.03521236017346213,0,90.35,LOW,Approve claim
C0136,NovaCement 107,962.96,11093.89,10112.25,6143.21,5685.23,981.6399999999994,981.6399999999994,-18.67999999999938,-0.019029379386506267,-7.455060138355189,-8.848474249442843,-0.09297862361900616,0,95.32,LOW,Approve claim
C0137,CedarCement 759,2477.14,13313.77,11018.47,3237.47,3093.48,2295.300000000001,2295.300000000001,181.83999999999878,0.07922275951761248,-4.44760877955699,-17.240045455401443,0.06126279677329405,1,79.78,LOW,Approve claim
C0138,UrbanCement 385,1397.24,14188.45,12716.2,3087.21,2827.93,1472.25,1472.25,-75.00999999999999,-0.05094922733846206,-8.398521639798231,-10.376397703034764,-0.06262335710000122,0,91.02,LOW,Approve claim
C0139,TerraSystems 709,3157.08,14245.75,14004.05,6910.16,7892.07,241.70000000000073,241.70000000000073,2915.379999999999,12.061977608349247,14.209656503726444,-1.6966463680959882,0.12275795083605967,1,42.36,HIGH,Escalate for physical audit
C0140,TerraCement 37,1731.94,14678.27,12956.57,6375.47,5808.87,1721.7000000000007,1721.7000000000007,10.239999999999327,0.005947609916972592,-8.887187923574707,-11.729583935182449,-0.06327005411992165,0,91.35,LOW,Approve claim
C0141,AquaTextiles 536,616.55,9327.84,8709.07,2824.65,2417.14,618.7700000000004,618.7700000000004,-2.220000000000482,-0.0035877628139902025,-14.426920144291541,-6.633582908086594,-0.06112403058189281,0,87.51,LOW,Approve claim
C0142,CedarLabs 147,822.79,10742.12,9851.44,3242.44,3133.48,890.6800000000003,890.6800000000003,-67.89000000000033,-0.07622266125182742,-3.3604322660217525,-8.291473190739682,-0.061221084262331416,0,94.29,LOW,Approve claim
C0143,BlueCement 916,888.59,7994.09,7111.13,5444.71,5019.73,882.96,882.96,5.6299999999999955,0.006376279778952292,-7.805374389489003,-11.04515961028145,-0.10082492999364823,0,96.02,LOW,Approve claim
C0144,HydroCement 839,1666.5,13856.03,12318.86,6178.88,5880.16,1537.17,1537.17,129.32999999999993,0.08413513138811243,-4.834533118488381,-11.093870321362333,-0.026445949240066102,0,89.13,LOW,Approve claim
C0145,AquaAlloys 341,771.24,4791.26,4056.86,3983.22,3566.08,734.4000000000001,734.4000000000001,36.83999999999992,0.05016339862450506,-10.472431848988396,-15.327909565473819,-0.057726765704407546,0,89.47,LOW,Approve claim
C0146,HydroMaterials 826,2207.75,15100.64,13091.17,4508.94,4372.43,2009.4699999999993,2009.4699999999993,198.28000000000065,0.09867278431692333,-3.0275408404131325,-13.307184330378895,0.05532398067953426,1,81.19,LOW,Approve claim
C0147,TerraFoods 281,338.07,4932.34,4602.99,4620.44,4397.37,329.35000000000036,329.35000000000036,8.71999999999963,0.026476392814705412,-4.827895177769234,-6.677358007218212,-0.04181362356066548,0,91.82,LOW,Approve claim
C0148,NovaTextiles 153,893.27,7966.05,7090.24,6093.99,5428.56,875.8100000000004,875.8100000000004,17.45999999999958,0.019935830808124756,-10.919446863070089,-10.994281982790186,-0.09749338724424106,0,93.5,LOW,Approve claim
C0149,AquaMetals 472,1203.5,15410.72,14285.11,3984.93,3541.12,1125.6099999999988,1125.6099999999988,77.89000000000124,0.06919803478185453,-11.137209433757377,-7.304071451087022,-0.056539972587913045,0,88.54,LOW,Approve claim
C0150,SunMetals 986,2720.3,14731.35,12095.4,6222.9,5639.38,2635.9500000000007,2635.9500000000007,84.34999999999945,0.031999848239913344,-9.376978577612203,-17.893472083828474,0.11000187045125531,1,72.29,MEDIUM,Request additional evidence
C0151,NovaCement 302,2273.48,15380.92,13135.21,4114.85,3792.34,2245.710000000001,2245.710000000001,27.769999999999072,0.01236579967477246,-7.837709756652686,-14.600622068471814,-0.004887401289849991,0,85.8,LOW,Approve claim
C0152,BlueMaterials 589,1962.15,14903.62,12904.76,4406.16,4092.95,1998.8600000000006,1998.8600000000006,-36.71000000000049,-0.018365468307752923,-7.10845724914473,-13.411909320459603,-0.035901703576782795,0,89.44,LOW,Approve claim
C0153,SunChem 440,802.83,5684.52,4907.03,2604.48,2321.47,777.4900000000007,777.4900000000007,25.33999999999935,0.03259205901993244,-10.866276565431006,-13.67732015831112,-0.08352161458141982,0,92.0,LOW,Approve claim
C0154,EcoMetals 886,1093.27,6534.16,5476.39,6379.83,5999.58,1057.7699999999995,1057.7699999999995,35.500000000000455,0.033561171111337336,-5.960190160872595,-16.188308823752653,-0.06612679325382365,0,93.36,LOW,Approve claim
C0155,EcoCement 130,699.89,7446.8,6799.99,2862.6,2544.94,646.8100000000004,646.8100000000004,53.079999999999586,0.08206428459352093,-11.096904907742292,-8.685744211112732,-0.07558830269850214,0,90.78,LOW,Approve claim
C0156,UrbanFoods 959,1653.79,12476.41,10863.12,7341.07,6896.11,1613.289999999999,1613.289999999999,40.50000000000091,0.025103980050020114,-6.061241752760669,-12.930722859145312,-0.06297873967429934,0,92.92,LOW,Approve claim
C0157,SunMetals 320,2142.8,15718.32,13531.81,4298.22,4157.29,2186.51,2186.51,-43.710000000000036,-0.01999076152407685,-3.278799130040163,-13.910583318451936,0.00489884419877229,1,87.67,LOW,Approve claim
C0158,UrbanSystems 961,1533.31,9438.53,7918.75,7247.66,6749.99,1519.7800000000007,1519.7800000000007,13.52999999999929,0.008902604318451801,-6.866630056202054,-16.101871794007984,-0.05498277124653589,0,91.8,LOW,Approve claim
C0159,HydroMaterials 489,1033.97,11659.99,10706.82,3937.61,3388.23,953.1700000000001,953.1700000000001,80.79999999999995,0.08476976815807273,-13.95211815950485,-8.174706838670128,-0.04513208949491693,0,85.45,LOW,Approve claim
C0160,EcoSystems 935,1920.55,12990.9,11053.48,6305.67,5752.83,1937.42,1937.42,-16.87000000000012,-0.00870745630337906,-8.767347481113452,-14.913670337319687,-0.03439771825813437,0,88.36,LOW,Approve claim
C0161,AquaAlloys 240,968.46,11808.87,10822.65,3691.26,3320.97,986.2200000000012,986.2200000000012,-17.760000000001128,-0.018008152320976002,-10.031533945040042,-8.351518815233684,-0.090429274052584,0,93.35,LOW,Approve claim
C0162,TerraFoods 657,775.29,14354.73,13622.98,3022.35,2809.77,731.75,731.75,43.539999999999964,0.059501195682266854,-7.033599680039174,-5.097622873777659,-0.06997264518500923,0,92.98,LOW,Approve claim
C0163,CedarCement 838,417.17,5832.28,5452.94,6358.85,5870.44,379.34000000000015,379.34000000000015,37.82999999999987,0.09972583935328207,-7.6807913368485305,-6.504145890371496,-0.03092470552686649,0,88.53,LOW,Approve claim
C0164,TerraCement 945,1438.41,9189.04,7615.17,5508.18,4694.63,1573.8700000000008,1573.8700000000008,-135.46000000000072,-0.08606809959776382,-14.769851381986458,-17.127686894699814,0.013008112279201345,1,78.36,LOW,Approve claim
C0165,BlueLabs 138,2059.63,13530.71,11297.73,3588.48,3195.13,2232.9799999999996,2232.9799999999996,-173.34999999999945,-0.0776316849780866,-10.961465575686232,-16.503051205997092,0.015899984986500082,1,80.25,LOW,Approve claim
C0166,UrbanSystems 575,1090.93,9197.25,8138.65,5137.02,4559.93,1058.6000000000004,1058.6000000000004,32.3299999999997,0.030540336264367418,-11.233944969800792,-11.509962215715575,-0.09038799366683481,0,92.41,LOW,Approve claim
C0167,BlueMetals 991,1092.69,15993.18,14995.59,4940.53,4360.8,997.5900000000001,997.5900000000001,95.09999999999991,0.09532974458912995,-11.73416617008009,-6.237596275022379,-0.028227906817949178,0,85.04,LOW,Approve claim
C0168,EcoTextiles 297,1338.5,9212.37,7946.64,2382.81,2210.29,1265.7300000000005,1265.7300000000005,72.76999999999953,0.05749251415586814,-7.2401911997850465,-13.739461179507614,-0.07234029082809945,0,92.82,LOW,Approve claim
C0169,NovaAlloys 831,1352.03,13890.52,12615.36,4391.66,3865.28,1275.1599999999999,1275.1599999999999,76.87000000000012,0.06028263115194759,-11.985900545127368,-9.18007389146122,-0.059580220097514014,0,88.3,LOW,Approve claim
C0170,BlueChem 222,371.08,5898.12,5529.53,6934.88,6599.07,368.59000000000015,368.59000000000015,2.4899999999998386,0.006755473543081375,-4.842333248038568,-6.249279430352508,-0.04342616410478156,0,92.04,LOW,Approve claim
C0171,CedarFoods 68,466.84,4823.12,4308.39,2102.85,1844.3,514.7299999999996,514.7299999999996,-47.88999999999959,-0.09303906884572603,-12.295218388237288,-10.672137535314862,-0.02787585151574501,0,85.05,LOW,Approve claim
C0172,EcoAlloys 746,1008.75,6182.41,5181.45,2907.75,2533.31,1000.96,1000.96,7.789999999999964,0.007782528764603416,-12.877310630942377,-16.19044999988832,-0.04937857243668925,0,87.27,LOW,Approve claim
C0173,CedarChem 818,811.53,5294.52,4521.98,4269.65,4009.65,772.5400000000009,772.5400000000009,38.9899999999991,0.050469878517007766,-6.0894921115104195,-14.591313279656845,-0.0773186136426181,0,94.41,LOW,Approve claim
C0174,TerraPower 538,798.31,9683.22,8923.14,4123.47,3896.66,760.0799999999999,760.0799999999999,38.23000000000002,0.05029733705623445,-5.500464413345937,-7.849455035840407,-0.09569071431358867,0,96.73,LOW,Approve claim
C0175,UrbanLabs 119,371.89,5214.59,4835.0,3069.6,2674.32,379.59000000000015,379.59000000000015,-7.700000000000159,-0.020285044336560795,-12.877247845687624,-7.279383420886518,-0.041208166770784704,0,86.42,LOW,Approve claim
C0176,HydroLabs 852,1318.56,11911.77,10707.74,4568.01,3951.28,1204.0300000000007,1204.0300000000007,114.52999999999929,0.09512221448375623,-13.501065012226096,-10.107901679590201,-0.03248154927636571,0,84.13,LOW,Approve claim
C0177,BlueLabs 872,916.3,6469.15,5593.94,3314.39,3099.98,875.21,875.21,41.08999999999992,0.046948732250604065,-6.469063686992454,-13.528979848430014,-0.08629819635120273,0,95.08,LOW,Approve claim
C0178,GreenPower 745,762.31,13976.85,13229.72,6007.93,5792.03,747.130000000001,747.130000000001,15.179999999998927,0.02031774922661539,-3.5935838127951674,-5.345481993056706,-0.06888344966428595,0,95.41,LOW,Approve claim
C0179,SunTextiles 486,1784.92,7270.18,6994.67,4402.61,5327.69,275.5100000000002,275.5100000000002,1509.4099999999999,5.478603297598618,21.012081465082737,-3.789589803307543,0.10535507725568716,1,52.26,MEDIUM,Request additional evidence
C0180,UrbanFoods 133,982.91,7914.05,6822.19,5202.52,5005.19,1091.8600000000006,1091.8600000000006,-108.95000000000061,-0.09978385498160633,-3.7929695601760516,-13.79647588607648,-0.013575272324212018,0,88.67,LOW,Approve claim
C0181,SunMetals 212,1061.2,14755.24,13687.62,5654.6,4880.87,1067.619999999999,1067.619999999999,-6.419999999998936,-0.0060133755399726175,-13.683195979612501,-7.235531241292204,-0.06406729608521927,0,88.27,LOW,Approve claim
C0182,CedarChem 839,640.58,4901.94,4283.56,3283.48,3107.95,618.3799999999992,618.3799999999992,22.20000000000084,0.035900255448269046,-5.345852569424564,-12.61500548504978,-0.07830492716610749,0,95.16,LOW,Approve claim
C0183,AquaMetals 214,522.44,5370.05,4806.44,3238.42,3072.82,563.6100000000006,563.6100000000006,-41.17000000000053,-0.07304696497037583,-5.113604781000113,-10.495433001462672,-0.06390802736567158,0,93.64,LOW,Approve claim
C0184,HydroSystems 180,833.77,8456.95,7641.21,2403.99,2255.48,815.7400000000007,815.7400000000007,18.02999999999929,0.022102630713090744,-6.177646327073878,-9.645794286398083,-0.10222696485311172,0,97.14,LOW,Approve claim
C0185,EcoChem 205,853.55,14682.71,13758.02,7213.17,6903.81,924.6899999999987,924.6899999999987,-71.13999999999874,-0.07693389127498398,-4.288821696384688,-6.2978155935588225,-0.05129602387198101,0,92.61,LOW,Approve claim
C0186,NovaAlloys 407,2454.23,14258.11,12025.65,6248.49,5666.59,2232.460000000001,2232.460000000001,221.76999999999907,0.09933884589227138,-9.312649934734202,-15.657474937726152,0.05966871311532018,1,76.35,LOW,Approve claim
C0187,BlueChem 45,1643.47,8934.93,7386.29,3881.65,3496.5,1548.6400000000003,1548.6400000000003,94.8299999999997,0.06123437334613939,-9.922326842986278,-17.332424538599362,-0.009274965327763285,0,84.27,LOW,Approve claim
C0188,AquaCement 800,1740.52,10083.95,8307.0,4815.2,4450.74,1776.9500000000007,1776.9500000000007,-36.430000000000746,-0.020501420962604072,-7.568948328715537,-17.62156694374511,-0.009060791347153818,0,86.34,LOW,Approve claim
C0189,AquaMaterials 584,460.41,5711.02,5282.03,3865.97,3702.08,428.9900000000007,428.9900000000007,31.419999999999334,0.07324180033743789,-4.239298286267274,-7.5116178883086455,-0.04932961063460395,0,92.79,LOW,Approve claim
C0190,GreenPower 577,1297.06,9022.3,7828.56,4473.35,3841.66,1193.7399999999989,1193.7399999999989,103.32000000000107,0.08655151030664102,-14.121184344144513,-13.230994312621934,-0.03820549883786234,0,84.42,LOW,Approve claim
C0191,EcoMaterials 391,1033.0,8085.3,7084.08,4580.76,4189.48,1001.2200000000003,1001.2200000000003,31.779999999999745,0.03174127561201181,-8.541814020262631,-12.383213979396784,-0.09044003583429405,0,94.21,LOW,Approve claim
C0192,EcoPower 370,538.87,8279.62,7763.78,4182.26,3973.45,515.840000000001,515.840000000001,23.02999999999895,0.04464562646431699,-4.992755112070336,-6.230237618848433,-0.07672750671411716,0,95.22,LOW,Approve claim
C0193,EcoLabs 389,1062.96,6731.56,5733.81,5194.7,4878.39,997.75,997.75,65.21000000000004,0.06535705330457828,-6.089090802916599,-14.821972913437303,-0.06583970217139501,0,92.98,LOW,Approve claim
C0194,AquaLabs 182,2268.48,12093.58,10002.39,2389.17,2204.97,2091.1900000000005,2091.1900000000005,177.2899999999995,0.08477947958589128,-7.709790426085308,-17.291736605927138,0.03924425796931985,1,79.94,LOW,Approve claim
C0195,SunLabs 578,533.28,4254.5,3665.45,2311.98,2086.52,589.0500000000002,589.0500000000002,-55.77000000000021,-0.09467787098772994,-9.751814457844873,-13.84534022473961,-0.03261796625633184,0,87.17,LOW,Approve claim
C0196,EcoMaterials 151,3312.91,10057.73,10054.97,4661.67,5598.33,2.7600000000002183,2.7600000000002183,3310.1499999999996,1199.32927560524,20.092799357291952,-0.027441579757319024,0.2815329154453009,1,18.35,HIGH,Escalate for physical audit
C0197,CedarLabs 373,769.75,10867.92,10097.64,3586.88,3145.73,770.2800000000007,770.2800000000007,-0.5300000000006548,-0.000688061483243227,-12.298989647744285,-7.087648785868171,-0.08318152338726365,0,91.24,LOW,Approve claim
C0198,TerraPower 241,1245.86,15570.24,14411.98,6806.03,6116.49,1158.2600000000002,1158.2600000000002,87.59999999999968,0.07563068734512887,-10.131310027999978,-7.438934787939113,-0.05616643633852397,0,89.08,LOW,Approve claim
C0199,AquaPower 374,665.99,5393.05,4785.64,6560.3,5919.18,607.4099999999999,607.4099999999999,58.580000000000155,0.09644227112421247,-9.772723806872744,-11.262829009324436,-0.06010111297034948,0,89.99,LOW,Approve claim
C0200,UrbanAlloys 909,597.97,8565.82,8005.68,4396.91,3845.67,560.1399999999994,560.1399999999994,37.83000000000061,0.06753668713618731,-12.536986198822126,-6.539245512217241,-0.058352135669934024,0,88.16,LOW,Approve claim
C0201,NovaMetals 284,410.49,7784.8,7371.3,6908.84,6270.08,413.5,413.5,-3.009999999999991,-0.007279322836083841,-9.24554628429005,-5.311632925019058,-0.05701255492977958,0,90.52,LOW,Approve claim
C0202,NovaAlloys 579,3248.59,12086.3,11712.4,4172.04,4293.95,373.89999999999964,373.89999999999964,2874.6900000000005,7.688392597784463,2.922071695640002,-3.0935852988016497,0.12333594066932552,1,50.17,MEDIUM,Request additional evidence
C0203,BlueLabs 214,603.55,5847.56,5293.57,3136.61,3006.07,553.9900000000007,553.9900000000007,49.55999999999926,0.08946009839625102,-4.161818012388592,-9.47386602113124,-0.05625303265865145,0,93.4,LOW,Approve claim
C0204,BlueChem 225,3970.6,15698.12,15186.62,2544.04,3104.81,511.5,511.5,3459.1,6.762658833308585,22.042499323107144,-3.258351955313225,0.18725902586598397,1,25.55,HIGH,Escalate for physical audit
C0205,CedarCement 431,752.22,4623.61,3795.24,5040.3,4309.23,828.3699999999999,828.3699999999999,-76.14999999999986,-0.09192752019999802,-14.50449377725444,-17.916087209363223,0.03489148716482782,1,76.79,LOW,Approve claim
C0206,TerraMaterials 545,2355.03,14855.27,12305.16,2348.13,2041.71,2550.1100000000006,2550.1100000000006,-195.08000000000038,-0.07649866081208327,-13.049533027111138,-17.166365874388934,0.05243651794210713,1,74.86,MEDIUM,Request additional evidence
C0207,EcoFoods 60,1702.09,14049.55,12370.11,2956.67,2543.06,1679.4399999999987,1679.4399999999987,22.650000000001228,0.013486638395247585,-13.98904848563112,-11.953692466167684,-0.050203273556977956,0,86.48,LOW,Approve claim
C0208,UrbanTextiles 792,427.81,4944.78,4497.85,7428.14,7036.5,446.9299999999994,446.9299999999994,-19.11999999999938,-0.042780748567378915,-5.272383126156433,-9.03842031211935,-0.05948320651430644,0,93.27,LOW,Approve claim
C0209,NovaCement 963,826.3,5312.58,4558.09,6870.17,5979.78,754.4899999999998,754.4899999999998,71.81000000000017,0.0951768743188423,-12.960232423220939,-14.201950838537588,-0.026556838741590594,0,84.26,LOW,Approve claim
C0210,HydroSystems 362,744.06,5697.84,5008.75,6476.84,5860.12,689.0900000000001,689.0900000000001,54.9699999999998,0.07977187293420006,-9.521927358168195,-12.09388118794247,-0.07789400411863545,0,92.05,LOW,Approve claim
C0211,AquaFoods 970,1330.64,12517.09,11148.57,4756.16,4392.98,1368.5200000000004,1368.5200000000004,-37.88000000000034,-0.02767953699786688,-7.635992059216687,-10.933212111526467,-0.07805352923116804,0,93.47,LOW,Approve claim
C0212,BlueTextiles 114,564.63,5113.75,4561.52,6389.28,5484.04,552.2299999999996,552.2299999999996,12.400000000000432,0.022454412070235283,-14.168106576301534,-10.798924466233396,-0.05418558702447923,0,86.87,LOW,Approve claim
C0213,GreenMetals 36,1074.84,6058.78,4987.31,3232.01,3050.23,1071.4699999999993,1071.4699999999993,3.370000000000573,0.0031452117155453376,-5.624363784262938,-17.68458336204902,-0.03909003066193273,0,91.06,LOW,Approve claim
C0214,HydroLabs 870,459.19,6989.05,6500.04,2370.15,2281.03,489.0100000000002,489.0100000000002,-29.82000000000022,-0.06098034792544091,-3.7600995701706177,-6.996802139490091,-0.047484412404190324,0,92.93,LOW,Approve claim
C0215,AquaCement 568,2084.54,14966.9,13000.57,5054.7,4780.62,1966.33,1966.33,118.21000000000004,0.060117070857833105,-5.422280252948288,-13.137857538091529,-0.01410793536172017,0,87.56,LOW,Approve claim
C0216,CedarAlloys 651,939.29,15396.35,14445.23,4013.45,3784.24,951.1200000000008,951.1200000000008,-11.830000000000837,-0.012437967856382853,-5.7110466043650625,-6.177568059561033,-0.07016885339948536,0,94.16,LOW,Approve claim
C0217,CedarAlloys 944,2521.61,8664.06,8429.92,6339.25,6732.58,234.13999999999942,234.13999999999942,2287.4700000000007,9.769667678441696,6.204677208470295,-2.7024281915519413,0.1142834046816269,1,54.19,MEDIUM,Request additional evidence
C0218,BlueAlloys 162,1367.48,6898.02,6839.77,6070.49,7499.69,58.25,58.25,1309.23,22.476051116290968,23.543404235318167,-0.8444452174907515,0.19161762554855788,1,43.38,HIGH,Escalate for physical audit
C0219,NovaPower 497,1099.95,10330.69,9227.71,4895.06,4163.85,1102.9800000000014,1102.9800000000014,-3.030000000001337,-0.00274710329947436,-14.937712711399303,-10.676731175683656,-0.05430749162225451,0,86.45,LOW,Approve claim
C0220,SunChem 920,361.58,4988.54,4591.28,5361.26,4790.22,397.2600000000002,397.2600000000002,-35.680000000000234,-0.0898152341292478,-10.651227507964315,-7.963452230920584,-0.03375675665653388,0,86.87,LOW,Approve claim
C0221,NovaPower 980,1158.66,9734.26,8645.75,7032.15,6770.28,1088.5100000000002,1088.5100000000002,70.14999999999986,0.06444589386919178,-3.7238966740294352,-11.18225730449133,-0.06440476847092408,0,94.36,LOW,Approve claim
C0222,UrbanAlloys 747,2707.53,9252.4,8856.3,5608.65,6534.89,396.10000000000036,396.10000000000036,2311.43,5.835470825964471,16.51449100647849,-4.281051402416561,0.08913704019702018,1,49.74,MEDIUM,Request additional evidence
C0223,UrbanMaterials 671,1637.1,15534.93,13899.71,4140.02,3612.35,1635.2200000000012,1635.2200000000012,1.879999999998745,0.0011496923954263348,-12.745590597932969,-10.526085408139851,-0.05849846213550702,0,88.36,LOW,Approve claim
C0224,GreenMaterials 489,463.58,6742.84,6290.73,6198.62,5864.95,452.1100000000006,452.1100000000006,11.469999999999402,0.02536993204005542,-5.382972338136074,-6.705038232153665,-0.06653611649745383,0,94.0,LOW,Approve claim
C0225,NovaCement 746,884.61,14757.32,13807.03,3599.23,3078.33,950.289999999999,950.289999999999,-65.67999999999904,-0.06911574354237482,-14.472539955914868,-6.439448354685028,-0.03660147863805713,0,84.35,LOW,Approve claim
C0226,TerraCement 395,1454.19,10446.82,8891.59,6955.54,6155.8,1555.2299999999996,1555.2299999999996,-101.03999999999951,-0.06496788252221963,-11.497885137387188,-14.887113972013765,-0.04145378487492113,0,86.52,LOW,Approve claim
C0227,TerraMaterials 357,779.43,9845.18,9002.96,2910.84,2715.82,842.2200000000012,842.2200000000012,-62.790000000001214,-0.07455296706970645,-6.699784252415183,-8.554642981788598,-0.08263401416088234,0,94.35,LOW,Approve claim
C0228,UrbanPower 828,810.29,5025.19,4262.93,4746.18,4177.78,762.2599999999993,762.2599999999993,48.030000000000655,0.06300999650642918,-11.97594696956797,-15.168779684913636,-0.056999042556887924,0,88.3,LOW,Approve claim
C0229,UrbanFoods 448,1336.55,13882.57,12537.28,3424.14,3248.95,1345.289999999999,1345.289999999999,-8.7399999999991,-0.006496740474917947,-5.116321176962299,-9.69049678772082,-0.06740210240220007,0,94.3,LOW,Approve claim
C0230,EcoTextiles 718,1103.44,13071.01,11953.9,3826.16,3651.28,1117.1100000000006,1117.1100000000006,-13.670000000000528,-0.012236932788860172,-4.5706400138596734,-8.546470394518371,-0.07628857638963804,0,95.54,LOW,Approve claim
C0231,TerraMaterials 303,1276.33,8557.42,7280.57,3397.98,2916.83,1276.8500000000004,1276.8500000000004,-0.5200000000004366,-0.0004072522219471231,-14.159883220572258,-14.920969168870881,-0.0529503925183904,0,86.85,LOW,Approve claim
C0232,HydroAlloys 24,2802.83,15986.19,13337.74,5474.34,4713.23,2648.4500000000007,2648.4500000000007,154.3799999999992,0.05829069831097754,-13.903228514505278,-16.56711198749877,0.11536314291913707,1,68.1,MEDIUM,Request additional evidence
C0233,CedarTextiles 461,567.13,5157.62,4579.78,2186.93,1991.6,577.8400000000001,577.8400000000001,-10.71000000000015,-0.01853454240181643,-8.931698769996432,-11.203617170089382,-0.07640279750264267,0,92.68,LOW,Approve claim
C0234,NovaPower 762,1193.14,14072.03,12956.5,2697.61,2359.98,1115.5300000000007,1115.5300000000007,77.60999999999945,0.06957231085710566,-12.515893693856455,-7.9272855438819265,-0.059001162889365966,0,87.88,LOW,Approve claim
C0235,SunMaterials 993,1256.47,14500.36,13182.78,6994.44,6447.48,1317.58,1317.58,-61.1099999999999,-0.046380485400218135,-7.819925539740148,-9.086533023381037,-0.06795336179492178,0,92.09,LOW,Approve claim
C0236,CedarAlloys 628,687.15,8266.76,7535.0,5163.51,4903.39,731.7600000000002,731.7600000000002,-44.61000000000024,-0.060962610608720914,-5.037658491019157,-8.851835542721476,-0.08565624196872984,0,95.93,LOW,Approve claim
C0237,AquaMaterials 58,2289.82,15401.66,12961.49,4315.84,3833.5,2440.17,2440.17,-150.3499999999999,-0.06161455961608632,-11.176039887675161,-15.84355192778937,0.03822717973324852,1,77.99,LOW,Approve claim
